DATE,gold_close,gold_open,gold_high,gold_low,gold_change_pct,gpr_index,gpr_action,gpr_threat,log_price_change,open_close_diff
1994-04-19,372.05,377.25,372.05,372.05,-1.35,107.10,66.27,135.12,-0.013614732456369594,0.10000000000002274
1994-04-20,372.75,372.35,372.75,372.75,0.19,156.44,85.78,227.64,0.0018796998015774722,0.30000000000001137
1994-04-21,373.45,372.6,373.45,373.45,0.19,105.41,50.95,132.81,0.0018761731582279501,-0.14999999999997726
1994-04-22,371.05,373.45,371.05,371.05,-0.64,156.93,74.82,232.62,-0.006447302386933107,0.0
1994-04-25,373.4,371.25,373.4,373.4,0.63,129.59,104.97,148.16,0.006313406691479507,0.19999999999998863
1994-04-26,374.25,373.45,374.25,374.25,0.23,104.92,67.24,143.33,0.002273792192115661,0.05000000000001137
1994-04-27,374.25,374.25,374.25,374.25,0.0,104.08,78.71,131.31,0.0,0.0
1994-04-28,376.0,374.65,376.0,376.0,0.47,87.92,81.39,99.21,0.004665120090156819,0.39999999999997726
1994-04-29,376.95,375.75,376.95,376.95,0.25,98.78,59.09,142.38,0.0025234092678162365,-0.25
1994-05-02,376.35,376.85,376.35,376.35,-0.16,107.27,102.66,121.31,-0.0015929911771698343,-0.0999999999999659
1994-05-03,375.75,376.35,375.75,375.75,-0.16,128.86,68.01,189.1,-0.0015955328474572144,0.0
1994-05-04,376.45,375.65,376.45,376.45,0.19,129.16,45.45,189.53,0.0018612076630474734,-0.10000000000002274
1994-05-05,373.65,376.55,373.65,373.65,-0.74,90.25,19.99,138.98,-0.007465705919832236,0.10000000000002274
1994-05-06,383.55,373.95,383.55,383.55,2.65,163.79,179.95,161.21,0.02615046002900625,0.30000000000001137
1994-05-09,381.35,382.5,381.35,381.35,-0.57,141.31,74.58,193.54,-0.005752401795057659,-1.0500000000000114
1994-05-10,378.95,381.45,378.95,378.95,-0.63,120.05,97.24,137.26,-0.006313318352209538,0.0999999999999659
1994-05-11,382.05,379.0,382.05,382.05,0.82,80.79,61.37,89.58,0.008147219835537692,0.05000000000001137
1994-05-12,380.25,382.05,380.25,380.25,-0.47,97.52,77.78,102.72,-0.004722558954173503,0.0
1994-05-13,380.75,380.2,380.75,380.75,0.13,137.19,80.06,166.94,0.0013140606358690366,-0.05000000000001137
1994-05-16,382.65,380.95,382.65,382.65,0.5,106.59,89.92,115.91,0.004977741480658883,0.19999999999998863
1994-05-17,381.25,382.9,381.25,381.25,-0.37,96.63,69.36,115.71,-0.0036654053343086928,0.25
1994-05-18,381.75,381.05,381.75,381.75,0.13,93.17,103.20,68.86,0.0013106161771203756,-0.19999999999998863
1994-05-19,381.45,381.9,381.45,381.45,-0.08,69.74,50.56,73.8,-0.0007861635625035608,0.14999999999997726
1994-05-20,385.7,381.6,385.7,385.7,1.11,86.67,70.40,96.09,0.011080084677943736,0.1500000000000341
1994-05-23,389.05,385.25,389.05,389.05,0.87,107.83,51.60,136.29,0.008648004848757052,-0.44999999999998863
1994-05-24,387.1,388.85,387.1,387.1,-0.5,131.77,80.28,164.36,-0.005024812479336714,-0.19999999999998863
1994-05-25,386.7,386.75,386.7,386.7,-0.1,125.45,70.35,156.47,-0.0010338589703511602,-0.35000000000002274
1994-05-26,384.45,386.65,384.45,384.45,-0.58,126.07,94.26,131.04,-0.00583545713506158,-0.05000000000001137
1994-05-27,384.75,384.35,384.75,384.75,0.08,145.64,114.81,163.36,0.0007800312407988958,-0.0999999999999659
1994-05-30,385.25,384.7,385.25,385.25,0.13,103.84,82.82,112.25,0.0012987014812366356,-0.05000000000001137
1994-05-31,386.85,385.45,386.85,386.85,0.42,107.93,74.49,131.17,0.004144546795238406,0.19999999999998863
1994-06-01,383.65,387.0,383.65,383.65,-0.83,147.67,63.66,205.76,-0.008306342371789338,0.14999999999997726
1994-06-02,384.05,383.6,384.05,384.05,0.1,80.71,67.05,83.89,0.0010420738210168523,-0.049999999999954525
1994-06-03,380.75,384.0,380.75,380.75,-0.86,132.11,125.11,137.31,-0.008629760669419784,-0.05000000000001137
1994-06-06,380.5,380.7,380.5,380.5,-0.07,87.94,83.50,90.54,-0.0006568144735306159,-0.05000000000001137
1994-06-07,381.35,380.35,381.35,381.35,0.22,96.52,38.49,134.84,0.0022314113085071816,-0.14999999999997726
1994-06-08,382.25,381.5,382.25,382.25,0.24,99.16,51.26,122.15,0.0023572561989239726,0.14999999999997726
1994-06-09,383.0,382.2,383.0,383.0,0.2,115.48,52.63,148.15,0.001960144371474376,-0.05000000000001137
1994-06-10,383.55,383.25,383.55,383.55,0.14,155.38,85.69,219.92,0.0014350012246592847,0.25
1994-06-13,383.4,383.65,383.4,383.4,-0.04,204.32,95.34,296.42,-0.0003911597937612495,0.0999999999999659
1994-06-14,384.4,383.7,384.4,384.4,0.26,132.06,146.28,146.42,0.0026048464845931955,0.30000000000001137
1994-06-15,386.85,384.6,386.85,386.85,0.64,159.33,110.82,215.68,0.006353343899326175,0.20000000000004547
1994-06-16,385.65,386.9,385.65,385.65,-0.31,122.93,51.60,161.4,-0.003106798615455462,0.049999999999954525
1994-06-17,391.75,385.75,391.75,391.75,1.58,120.09,33.26,177.53,0.01569365885612199,0.10000000000002274
1994-06-20,389.45,391.25,389.45,389.45,-0.59,163.99,81.74,211.36,-0.005888393870172681,-0.5
1994-06-21,393.65,389.25,393.65,393.65,1.08,140.30,101.01,174.99,0.010726702264518552,-0.19999999999998863
1994-06-22,389.95,393.75,389.95,389.95,-0.94,95.41,98.92,88.85,-0.009443663853969105,0.10000000000002274
1994-06-23,389.8,389.7,389.8,389.8,-0.04,113.68,69.26,141.8,-0.0003847387030465824,-0.25
1994-06-24,390.95,389.75,390.95,390.95,0.3,159.52,155.64,169.33,0.002945887497062475,-0.05000000000001137
1994-06-27,385.2,391.25,385.2,385.2,-1.47,149.02,93.38,169.94,-0.014816994646552483,0.30000000000001137
1994-06-28,386.4,385.2,386.4,386.4,0.31,118.69,100.40,137.58,0.00311042241439233,0.0
1994-06-29,385.15,386.45,385.15,385.15,-0.32,103.07,35.43,141.86,-0.003240233539388146,0.05000000000001137
1994-06-30,385.75,385.05,385.75,385.75,0.16,73.68,31.94,95.9,0.0015566224442955018,-0.0999999999999659
1994-07-01,386.95,386.2,386.95,386.95,0.31,55.50,48.41,57.69,0.0031059944731977873,0.44999999999998863
1994-07-04,386.95,387.05,386.95,386.95,0.0,107.85,143.36,76.87,0.0,0.10000000000002274
1994-07-05,386.05,387.05,386.05,386.05,-0.23,121.60,158.85,111.57,-0.0023285909616433164,0.10000000000002274
1994-07-06,383.95,386.0,383.95,383.95,-0.54,149.14,101.73,176.24,-0.0054545589782723156,-0.05000000000001137
1994-07-07,384.65,384.05,384.65,384.65,0.18,121.11,65.26,157.87,0.001821494128391014,0.10000000000002274
1994-07-08,384.5,384.75,384.5,384.5,-0.04,131.05,123.39,115.02,-0.0003900409592449727,0.10000000000002274
1994-07-11,387.25,384.95,387.25,387.25,0.72,131.63,87.48,153.23,0.007126690351279392,0.44999999999998863
1994-07-12,385.6,387.3,385.6,385.6,-0.43,72.01,45.34,88.24,-0.004269916560587371,0.05000000000001137
1994-07-13,383.6,385.6,383.6,383.6,-0.52,113.39,64.59,148.16,-0.005200219727107375,0.0
1994-07-14,384.25,383.55,384.25,384.25,0.17,99.89,89.95,107.18,0.001693039409422099,-0.05000000000001137
1994-07-15,386.05,384.3,386.05,386.05,0.47,77.61,70.34,76.27,0.004673512336119561,0.05000000000001137
1994-07-18,386.0,386.05,386.0,386.0,-0.01,110.00,50.61,140.72,-0.00012952528999394424,0.0
1994-07-19,386.7,386.05,386.7,386.7,0.18,88.80,76.98,102.73,0.0018118291484204515,0.05000000000001137
1994-07-20,385.6,386.55,385.6,385.6,-0.28,82.91,62.98,118.19,-0.0028486358768608096,-0.14999999999997726
1994-07-21,384.5,385.65,384.5,384.5,-0.29,72.51,32.86,98.67,-0.0028567737906919854,0.049999999999954525
1994-07-22,385.05,384.6,385.05,385.05,0.14,104.33,96.58,117.74,0.0014294070395604065,0.10000000000002274
1994-07-25,385.1,385.2,385.1,385.1,0.01,72.41,27.07,97.84,0.0001298448356040742,0.14999999999997726
1994-07-26,387.1,385.25,387.1,387.1,0.52,99.02,71.79,119.76,0.005180016762739313,0.14999999999997726
1994-07-27,387.65,387.0,387.65,387.65,0.14,128.02,87.74,159.68,0.0014198130813655265,-0.10000000000002274
1994-07-28,385.35,387.65,385.35,385.35,-0.59,125.97,115.40,130.22,-0.0059508584409656475,0.0
1994-07-29,383.45,385.25,383.45,383.45,-0.49,143.70,117.55,171.58,-0.004942778013134113,-0.10000000000002274
1994-08-01,383.7,384.45,383.7,383.7,0.07,178.69,100.49,236.21,0.0006517630420384215,1.0
1994-08-02,379.6,383.8,379.6,379.6,-1.07,119.04,73.66,184.32,-0.010742930517133773,0.10000000000002274
1994-08-03,378.25,379.5,378.25,378.25,-0.36,87.07,55.24,98.73,-0.003562714067307596,-0.10000000000002274
1994-08-04,377.85,378.2,377.85,377.85,-0.11,113.22,116.51,109.33,-0.0010580612017363818,-0.05000000000001137
1994-08-05,377.95,378.0,377.95,377.95,0.03,143.87,104.95,169.24,0.00026462027145680747,0.14999999999997726
1994-08-08,377.05,378.25,377.05,377.05,-0.24,134.11,142.61,148.69,-0.0023841070895296496,0.30000000000001137
1994-08-09,378.0,377.15,378.0,378.0,0.25,124.22,90.82,144.61,0.0025163909709316917,0.0999999999999659
1994-08-10,377.6,377.8,377.6,377.6,-0.11,107.11,79.10,138.55,-0.0010587613482419878,-0.19999999999998863
1994-08-11,378.9,377.65,378.9,378.9,0.34,90.37,117.82,69.37,0.003436883753209332,0.049999999999954525
1994-08-12,376.8,379.05,376.8,376.8,-0.55,99.31,77.79,129.76,-0.0055577753223470675,0.1500000000000341
1994-08-15,377.65,377.0,377.65,377.65,0.23,101.64,46.06,138.3,0.002253298057248853,0.19999999999998863
1994-08-16,377.45,377.45,377.45,377.45,-0.05,91.10,82.56,103.29,-0.0005297311738231024,-0.19999999999998863
1994-08-17,377.45,377.6,377.45,377.45,0.0,79.37,66.63,76.42,0.0,0.1500000000000341
1994-08-18,381.35,377.25,381.35,381.35,1.03,69.30,27.63,92.2,0.010279479024613783,-0.19999999999998863
1994-08-19,382.15,381.45,382.15,382.15,0.21,85.12,63.64,100.27,0.0020956130786454977,0.0999999999999659
1994-08-22,381.75,381.75,381.75,381.75,-0.1,89.02,84.08,109.09,-0.0010472575901512649,-0.39999999999997726
1994-08-23,381.8,381.6,381.8,381.8,0.01,58.26,33.19,69.21,0.0001309671929055115,-0.14999999999997726
1994-08-24,384.0,381.8,384.0,384.0,0.58,94.53,47.12,137.56,0.00574564129607967,0.0
1994-08-25,383.45,383.9,383.45,383.45,-0.14,96.45,53.05,121.68,-0.001433318376858636,-0.10000000000002274
1994-08-26,383.55,383.55,383.55,383.55,0.03,85.85,21.40,136.83,0.00026075619443718956,0.10000000000002274
1994-08-29,386.8,383.25,386.8,386.8,0.85,122.53,58.97,161.62,0.00843777317383402,-0.30000000000001137
1994-08-30,386.35,386.65,386.35,386.35,-0.12,83.96,7.61,139.63,-0.0011640691995463215,-0.1500000000000341
1994-08-31,386.25,386.25,386.25,386.25,-0.03,122.69,12.87,193.3,-0.00025886616763767995,-0.10000000000002274
1994-09-01,387.05,386.25,387.05,387.05,0.21,92.28,44.41,127.01,0.002069055438767226,0.0
1994-09-02,387.15,386.95,387.15,387.15,0.03,124.68,47.03,168.13,0.0002583311820099877,-0.10000000000002274
1994-09-05,387.2,387.25,387.2,387.2,0.01,91.59,81.16,93.09,0.00012914056968931149,0.10000000000002274
1994-09-06,388.0,387.2,388.0,388.0,0.21,87.52,61.07,101.88,0.0020639842208514275,0.0
1994-09-07,389.75,387.9,389.75,389.75,0.45,75.29,50.04,97.38,0.0045001683146124434,-0.10000000000002274
1994-09-08,390.45,389.7,390.45,390.45,0.18,97.79,24.37,147.38,0.0017944121707980374,-0.05000000000001137
1994-09-09,392.0,390.35,392.0,392.0,0.4,63.32,46.51,72.05,0.0039619196817784665,-0.0999999999999659
1994-09-12,390.9,392.0,390.9,390.9,-0.28,109.58,33.61,154.2,-0.002810066991553419,0.0
1994-09-13,390.7,390.8,390.7,390.7,-0.05,114.71,110.89,104.05,-0.0005117707378842414,-0.0999999999999659
1994-09-14,388.65,390.9,388.65,388.65,-0.52,83.72,65.32,102.92,-0.00526080638479621,0.19999999999998863
1994-09-15,388.15,388.55,388.15,388.15,-0.13,121.86,89.51,149.32,-0.0012873328245393391,-0.0999999999999659
1994-09-16,389.85,388.15,389.85,389.85,0.44,92.29,46.00,126.08,0.004370186903919765,0.0
1994-09-19,390.5,389.65,390.5,390.5,0.17,143.47,117.79,161.41,0.0016659195241316884,-0.20000000000004547
1994-09-20,393.75,390.65,393.75,393.75,0.83,152.55,65.18,217.46,0.008288220860102072,0.14999999999997726
1994-09-21,393.9,394.0,393.9,393.9,0.04,98.21,67.78,113.07,0.00038087983701736583,0.25
1994-09-22,396.45,393.85,396.45,396.45,0.65,107.81,39.08,152.12,0.006452859741547641,-0.049999999999954525
1994-09-23,395.95,396.65,395.95,395.95,-0.13,101.47,32.63,157.87,-0.0012619890619864382,0.19999999999998863
1994-09-26,394.25,396.25,394.25,394.25,-0.43,86.04,34.31,114.47,-0.004302714813273652,0.30000000000001137
1994-09-27,397.6,394.15,397.6,397.6,0.85,161.85,71.71,227.3,0.008461248939271304,-0.10000000000002274
1994-09-28,394.4,397.4,394.4,394.4,-0.8,123.38,14.91,198.97,-0.008080852053938783,-0.20000000000004547
1994-09-29,395.5,394.0,395.5,395.5,0.28,103.82,71.16,124.1,0.002785164479228363,-0.39999999999997726
1994-09-30,394.85,395.55,394.85,394.85,-0.16,101.27,39.08,141.26,-0.0016448412641184803,0.05000000000001137
1994-10-03,394.8,395.0,394.8,394.8,-0.01,100.89,50.29,125.84,-0.0001266383842635388,0.14999999999997726
1994-10-04,392.65,394.7,392.65,392.65,-0.54,68.14,45.29,81.85,-0.005460677738442992,-0.10000000000002274
1994-10-05,391.9,392.85,391.9,391.9,-0.19,80.44,43.74,103.37,-0.0019119246152978252,0.20000000000004547
1994-10-06,392.35,391.75,392.35,392.35,0.11,69.08,31.30,88.77,0.001147593367896509,-0.14999999999997726
1994-10-07,391.25,392.35,391.25,391.25,-0.28,59.69,33.06,71.69,-0.0028075567191193553,0.0
1994-10-10,390.65,391.45,390.65,390.65,-0.15,159.86,70.83,228.93,-0.0015347234116097105,0.19999999999998863
1994-10-11,387.95,390.65,387.95,387.95,-0.69,237.17,139.54,329.76,-0.006935553102795017,0.0
1994-10-12,388.05,388.05,388.05,388.05,0.03,146.67,71.33,214.17,0.00025773196018961985,0.10000000000002274
1994-10-13,386.85,388.25,386.85,386.85,-0.31,103.92,45.33,151.23,-0.003097176304684376,0.19999999999998863
1994-10-14,387.65,387.1,387.65,387.65,0.21,127.28,71.58,162.83,0.0020658496695044374,0.25
1994-10-17,389.95,388.15,389.95,389.95,0.59,126.59,92.55,140.36,0.005915655111539143,0.5
1994-10-18,389.0,389.95,389.0,389.0,-0.24,142.17,70.87,206.88,-0.002439182158060672,0.0
1994-10-19,390.3,388.95,390.3,390.3,0.33,122.41,36.98,178.9,0.0033363305681230553,-0.05000000000001137
1994-10-20,391.05,390.3,391.05,391.05,0.19,116.73,106.93,115.43,0.0019197548610511937,0.0
1994-10-21,390.85,391.0,390.85,390.85,-0.05,105.79,85.69,115.46,-0.0005115743812809974,-0.05000000000001137
1994-10-24,389.65,390.75,389.65,389.65,-0.31,96.91,87.83,102.56,-0.0030749543767695678,-0.10000000000002274
1994-10-25,389.35,389.7,389.35,389.35,-0.08,81.92,78.12,88.85,-0.0007702182665747211,0.05000000000001137
1994-10-26,389.1,389.25,389.1,389.1,-0.06,42.15,42.02,58.42,-0.0006423020324871481,-0.10000000000002274
1994-10-27,388.1,389.15,388.1,388.1,-0.26,98.74,120.66,90.05,-0.002573341615647313,0.049999999999954525
1994-10-28,387.15,388.25,387.15,387.15,-0.24,81.91,78.39,81.74,-0.002450823542128205,0.14999999999997726
1994-10-31,384.0,386.8,384.0,384.0,-0.81,74.69,96.36,73.06,-0.008169662245005677,-0.3499999999999659
1994-11-01,384.45,383.95,384.45,384.45,0.12,70.80,66.86,80.56,0.0011711888904629944,-0.05000000000001137
1994-11-02,384.45,384.7,384.45,384.45,0.0,70.64,74.13,68.01,0.0,0.25
1994-11-03,383.55,384.7,383.55,383.55,-0.23,44.34,37.89,52.67,-0.0023437510728844466,0.25
1994-11-04,383.55,383.45,383.55,383.55,0.0,83.06,99.37,77.36,0.0,-0.10000000000002274
1994-11-07,382.5,383.75,382.5,382.5,-0.27,85.93,119.93,57.16,-0.0027413371387148278,0.19999999999998863
1994-11-08,384.15,382.45,384.15,384.15,0.43,51.64,22.06,73.62,0.004304448047053265,-0.05000000000001137
1994-11-09,383.95,384.2,383.95,383.95,-0.05,60.07,39.93,76.12,-0.000520765537091382,0.05000000000001137
1994-11-10,385.1,383.8,385.1,385.1,0.3,51.06,63.63,42.46,0.002990705044310702,-0.14999999999997726
1994-11-11,385.25,385.15,385.25,385.25,0.04,134.99,82.82,166.94,0.0003894333793618547,0.049999999999954525
1994-11-14,384.9,385.1,384.9,384.9,-0.09,98.81,37.53,133.03,-0.0009089139105248073,-0.14999999999997726
1994-11-15,386.55,384.95,386.55,386.55,0.43,137.07,45.55,215.29,0.004277665476783476,0.05000000000001137
1994-11-16,386.35,386.5,386.35,386.35,-0.05,106.86,132.24,73.54,-0.0005175313868908898,-0.05000000000001137
1994-11-17,385.45,386.3,385.45,385.45,-0.23,107.29,53.48,133.82,-0.0023322114743218065,-0.05000000000001137
1994-11-18,384.35,385.7,384.35,384.35,-0.29,91.83,85.01,109.09,-0.0028578871101301705,0.25
1994-11-21,383.4,384.25,383.4,383.4,-0.25,118.46,118.09,133.68,-0.0024747651835970003,-0.10000000000002274
1994-11-22,383.65,383.55,383.65,383.65,0.07,93.36,96.80,105.58,0.0006518480121301491,0.1500000000000341
1994-11-23,384.7,383.6,384.7,384.7,0.27,81.84,70.94,82.84,0.002733131134575203,-0.049999999999954525
1994-11-24,384.5,384.45,384.5,384.5,-0.05,90.88,72.48,105.8,-0.0005200208125507841,-0.25
1994-11-25,385.05,384.5,385.05,385.05,0.14,90.76,55.68,127.71,0.0014294070395604065,0.0
1994-11-28,383.3,385.2,383.3,383.3,-0.45,107.87,107.54,127.07,-0.0045552235987497,0.14999999999997726
1994-11-29,383.15,383.3,383.15,383.15,-0.04,154.16,63.05,216.94,-0.0003914149700961361,0.0
1994-11-30,381.25,383.0,381.25,381.25,-0.5,95.55,87.32,105.94,-0.004971229494791879,-0.14999999999997726
1994-12-01,379.6,380.85,379.6,379.6,-0.43,103.07,77.95,130.04,-0.004337261185848511,-0.39999999999997726
1994-12-02,376.8,379.55,376.8,376.8,-0.74,148.38,103.55,203.58,-0.007403524033564828,-0.05000000000001137
1994-12-05,376.05,376.9,376.05,376.05,-0.2,116.61,43.06,165.2,-0.001992429429795917,0.0999999999999659
1994-12-06,376.55,375.85,376.55,376.55,0.13,119.21,43.22,168.21,0.001328727274948721,-0.19999999999998863
1994-12-07,376.75,376.6,376.75,376.75,0.05,88.29,63.37,93.97,0.0005309969592441077,0.05000000000001137
1994-12-08,377.3,376.7,377.3,377.3,0.15,75.35,60.10,90.23,0.0014587894636598666,-0.05000000000001137
1994-12-09,377.35,377.25,377.35,377.35,0.01,77.32,49.34,92.59,0.00013251176061274442,-0.05000000000001137
1994-12-12,377.95,377.4,377.95,377.95,0.16,109.69,122.47,80.26,0.0015887730073083062,0.049999999999954525
1994-12-13,378.0,377.7,378.0,378.0,0.01,141.37,137.12,139.79,0.00013228388140208702,-0.25
1994-12-14,379.05,378.0,379.05,379.05,0.28,56.32,49.13,64.4,0.0027739268827252244,0.0
1994-12-15,380.5,378.95,380.5,380.5,0.38,95.08,110.08,81.61,0.0038180547994274725,-0.10000000000002274
1994-12-16,379.25,380.0,379.25,379.25,-0.33,107.95,107.61,129.03,-0.003290559073098897,-0.5
1994-12-19,380.0,378.7,380.0,380.0,0.2,111.91,53.55,156.34,0.0019756344917899334,-0.5500000000000114
1994-12-20,381.85,379.95,381.85,381.85,0.49,125.56,125.17,159.68,0.004856608613961841,-0.05000000000001137
1994-12-21,381.85,382.0,381.85,381.85,0.0,100.27,66.64,123.52,0.0,0.14999999999997726
1994-12-22,380.95,381.7,380.95,380.95,-0.24,72.56,50.64,84.48,-0.0023597284153745886,-0.1500000000000341
1994-12-23,380.35,380.95,380.35,380.35,-0.16,61.20,61.01,50.89,-0.0015762514757083756,0.0
1994-12-26,381.0,381.0,381.0,381.0,0.17,151.00,225.80,109.87,0.0017074936833908207,0.6499999999999773
1994-12-27,381.6,381.1,381.6,381.6,0.16,140.53,220.16,125.2,0.0015735644474305383,0.10000000000002274
1994-12-28,383.85,381.55,383.85,383.85,0.59,130.52,107.69,127.25,0.005878911699776059,-0.05000000000001137
1994-12-29,382.55,383.45,382.55,382.55,-0.34,59.37,71.02,46.07,-0.0033924875960466587,-0.4000000000000341
1994-12-30,382.85,382.55,382.85,382.85,0.08,92.57,64.20,120.49,0.0007839038812716666,0.0
1995-01-02,383.15,383.15,383.15,383.15,0.08,69.98,46.51,87.29,0.0007832898572806598,0.2999999999999545
1995-01-03,379.7,383.25,379.7,379.7,-0.9,112.21,80.55,126.9,-0.009045090178656673,0.10000000000002274
1995-01-04,374.55,379.75,374.55,374.55,-1.36,87.29,64.12,91.69,-0.013656161843864645,0.05000000000001137
1995-01-05,375.55,375.0,375.55,375.55,0.27,98.66,121.05,75.73,0.0026663127381288667,0.44999999999998863
1995-01-06,371.95,375.8,371.95,371.95,-0.96,88.59,76.80,89.68,-0.009632181494670421,0.25
1995-01-09,373.3,371.6,373.3,373.3,0.36,134.84,125.46,134.55,0.003622949283187875,-0.3499999999999659
1995-01-10,374.7,373.5,374.7,374.7,0.38,83.41,71.27,92.48,0.003743319879103435,0.19999999999998863
1995-01-11,376.55,374.7,376.55,376.55,0.49,101.56,93.46,110.44,0.004925134747719125,0.0
1995-01-12,380.2,376.5,380.2,380.2,0.97,81.46,101.51,62.09,0.00964658950696792,-0.05000000000001137
1995-01-13,378.6,380.2,378.6,378.6,-0.42,76.55,41.63,109.95,-0.004217191279106229,0.0
1995-01-16,377.75,379.1,377.75,377.75,-0.22,100.65,122.15,80.05,-0.002247637622373608,0.5
1995-01-17,380.35,377.75,380.35,380.35,0.69,69.87,49.17,75.18,0.006859280290461376,0.0
1995-01-18,382.3,380.25,382.3,382.3,0.51,96.95,72.49,100.77,0.005113759259056813,-0.10000000000002274
1995-01-19,383.25,382.25,383.25,383.25,0.25,75.29,42.89,101.36,0.002481877049556372,-0.05000000000001137
1995-01-20,384.95,383.05,384.95,384.95,0.44,68.49,71.87,53.95,0.0044259379721351255,-0.19999999999998863
1995-01-23,381.15,385.45,381.15,381.15,-0.99,84.26,106.10,88.5,-0.009920457289775758,0.5
1995-01-24,381.6,381.4,381.6,381.6,0.12,90.19,106.26,81.82,0.0011799411398487696,0.25
1995-01-25,380.85,381.55,380.85,380.85,-0.2,88.39,76.62,102.26,-0.0019673427553343692,-0.05000000000001137
1995-01-26,381.6,380.9,381.6,381.6,0.2,47.64,58.45,42.66,0.0019673427553344195,0.049999999999954525
1995-01-27,377.0,381.55,377.0,377.0,-1.21,56.32,56.15,58.54,-0.012127752126120713,-0.05000000000001137
1995-01-30,376.85,376.95,376.85,376.85,-0.04,131.10,130.70,109.02,-0.00039795715853184585,-0.05000000000001137
1995-01-31,375.05,376.9,375.05,375.05,-0.48,124.62,104.20,127.03,-0.0047878798738335854,0.049999999999954525
1995-02-01,376.15,375.0,376.15,376.15,0.29,76.84,102.14,56.79,0.002928649590585209,-0.05000000000001137
1995-02-02,376.45,376.1,376.45,376.45,0.08,54.07,43.12,53.95,0.0007972362899006935,-0.049999999999954525
1995-02-03,375.95,376.3,375.95,375.95,-0.13,47.48,43.69,48.59,-0.00132908047209534,-0.14999999999997726
1995-02-06,375.65,375.65,375.65,375.65,-0.08,88.22,114.33,73.36,-0.0007982970088663043,-0.30000000000001137
1995-02-07,374.5,375.7,374.5,374.5,-0.31,83.34,74.77,76.23,-0.0030660558578953618,0.05000000000001137
1995-02-08,375.65,374.55,375.65,375.65,0.31,62.06,85.07,38.7,0.003066055857895482,0.05000000000001137
1995-02-09,376.05,375.6,376.05,376.05,0.11,86.70,93.63,72.09,0.0010642544572424752,-0.049999999999954525
1995-02-10,376.0,376.0,376.0,376.0,-0.01,102.74,105.96,88.38,-0.0001329698825175604,-0.05000000000001137
1995-02-13,375.45,376.25,375.45,375.45,-0.15,82.36,91.23,60.87,-0.001463836844001671,0.25
1995-02-14,376.1,375.25,376.1,376.1,0.17,73.61,89.69,47.61,0.0017297589303978866,-0.19999999999998863
1995-02-15,376.35,376.35,376.35,376.35,0.07,96.86,84.97,103.09,0.0006644960042503127,0.25
1995-02-16,376.4,376.35,376.4,376.4,0.01,78.28,49.66,112.43,0.0001328462306834533,0.0
1995-02-17,378.45,376.6,378.45,378.45,0.54,84.67,98.47,76.27,0.005431556043951984,0.20000000000004547
1995-02-20,379.4,378.9,379.4,379.4,0.25,100.54,137.16,61.6,0.0025070937457374234,0.44999999999998863
1995-02-21,378.35,379.4,378.35,378.35,-0.28,120.23,107.46,131.0,-0.002771364360383148,0.0
1995-02-22,379.5,378.55,379.5,379.5,0.3,94.20,117.38,71.8,0.0030349036951538896,0.19999999999998863
1995-02-23,379.2,379.5,379.2,379.2,-0.08,75.94,79.31,66.16,-0.000790826454817873,0.0
1995-02-24,376.6,379.2,376.6,376.6,-0.69,100.27,66.64,117.34,-0.00688015415781459,0.0
1995-02-27,376.35,377.0,376.35,376.35,-0.07,49.63,41.23,48.14,-0.0006640547425110014,0.39999999999997726
1995-02-28,376.85,376.45,376.85,376.85,0.13,65.63,30.79,83.47,0.0013276688089379385,0.0999999999999659
1995-03-01,374.9,377.2,374.9,374.9,-0.52,81.84,78.04,71.01,-0.0051879065476127155,0.3499999999999659
1995-03-02,376.65,374.75,376.65,376.65,0.47,46.45,42.75,41.6,0.004657050529837342,-0.14999999999997726
1995-03-03,376.65,376.65,376.65,376.65,0.0,54.01,50.25,53.89,0.0,0.0
1995-03-06,378.9,376.85,378.9,378.9,0.6,112.77,93.68,117.21,0.005955943752851426,0.20000000000004547
1995-03-07,383.95,379.05,383.95,383.95,1.33,65.35,65.15,54.34,0.013240017751997424,0.1500000000000341
1995-03-08,379.9,383.7,379.9,379.9,-1.05,81.49,77.70,76.6,-0.010604275582972743,-0.25
1995-03-09,381.4,379.7,381.4,381.4,0.39,92.81,106.76,71.24,0.003940632972738822,-0.19999999999998863
1995-03-10,381.85,381.0,381.85,381.85,0.12,71.86,85.96,59.75,0.001179168168074571,-0.39999999999997726
1995-03-13,385.0,382.55,385.0,385.0,0.82,88.73,84.24,91.35,0.008215472953391093,0.6999999999999886
1995-03-14,385.75,385.05,385.75,385.75,0.19,80.24,76.18,76.25,0.0019461569554859697,0.05000000000001137
1995-03-15,386.4,386.0,386.4,386.4,0.17,99.11,45.60,133.13,0.001683611095092701,0.25
1995-03-16,384.4,386.55,384.4,384.4,-0.52,44.49,47.76,39.84,-0.005189425242225496,0.1500000000000341
1995-03-17,383.4,384.45,383.4,383.4,-0.26,50.68,50.53,48.17,-0.002604846484593253,0.05000000000001137
1995-03-20,382.75,383.6,382.75,382.75,-0.17,108.46,135.16,90.19,-0.0016967960737508804,0.20000000000004547
1995-03-21,381.95,382.65,381.95,381.95,-0.21,138.02,178.07,94.52,-0.002092324550424486,-0.10000000000002274
1995-03-22,382.6,382.2,382.6,382.6,0.17,119.88,151.38,99.68,0.0017003470187839022,0.25
